lfdn;Problem;Cause;tag;Rank;Source Id;Target Id;HumanRelated;Category;Discussion needed
1918;Moving targets (changing goals, business processes and / or requirements);Changes in company strategy.;Volatile industry segment that leads to changes;1;133;9;;;
1918;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholder focus on their specific problems.;Missing of a global view of the system;3;91;10;;;
1918;Time boxing / Not enough time in general;Lack of resources.;Insufficient resource plan;2;52;13;;;
1923;Incomplete or hidden requirements;Gap in the analysis of highNotCodablelevel requirements;Insufficient analysis at the beginning of the project;4;47;4;;;
1923;Moving targets (changing goals, business processes and / or requirements);"Many stakeholders involved; The customer does not analyze the high level requirements";Customer does not formally approve the requirements;2;33;9;;;
1923;Stakeholders with difficulties in separating requirements from previously known solution designs;Lack of training;Lack of training;5;68;10;;;
1923;Time boxing / Not enough time in general;The client thinks everything is urgent, difficulty in establishing priorities;Missing prioritization by customer;3;92;13;;;
1923;Weak access to customer needs and / or (internal) business information;Remote work without any previous documentation;Too high team distribution;1;122;17;;;
1929;Time boxing / Not enough time in general;Lack of resources;Insufficient resources;1;53;13;;;
1932;Incomplete or hidden requirements;knowledge gaps and experience about writing requirements;Lack of experience of RE team members;3;61;4;;;
1932;Unclear / unmeasurable non-functional requirements;"knowledge and experience gaps about writing requirements; non-recognition of the importance of the requirements";Missing customer involvement;2;81;14;;;
1932;Underspecified requirements that are too abstract and allow for various interpretations;"complex system; software requirements oriented by contract requirements";Inappropriate definition of contract;1;44;15;;;
1933;Incomplete or hidden requirements;challenges in the actual deployment;Thinking in legacy systems;2;121;4;;;
1933;Inconsistent requirements;challenges in the actual deployment;Missing tool support;3;99;5;;;
1933;Insufficient support by customer;challenges in the actual deployment;Complexity of project;5;25;6;;;
1933;Missing traceability;challenges in the actual deployment;Missing knowledge about development framework;4;88;8;;;
1933;Technically unfeasible requirements;challenges in the actual deployment;Complexity of domain;1;24;11;;;
1941;Gold plating (implementation of features without corresponding requirements);Lack of time;Lack of time;3;67;3;;;
1941;Incomplete or hidden requirements;Lack of time;Lack of time;4;67;4;;;
1941;Terminological problems;Perhaps the failure of a list of terms to use and their definitions;Unclear terminology;5;130;12;;;
1941;Time boxing / Not enough time in general;Too much work for the size of the team;High workload;1;42;13;;;
1941;Unclear / unmeasurable non-functional requirements;Lack of time;Lack of time;2;67;14;;;
1957;Terminological problems;Lack of glossary;Unclear terminology;1;130;12;;;
1961;Communication flaws between the project and the customer;lack of communication;Communication flaws between team and customer;2;22;0;Yes;Communication Issues;No
1961;Communication flaws within the project team;generally people not doing what they say they are going to do;Miscommunication between RE team;1;73;1;;;
1961;Incomplete or hidden requirements;product owners know nothing about the product;Missing domain knowledge;3;84;4;;;
1961;Unclear / unmeasurable non-functional requirements;no one cares about this (i.e. no time, budget to even define them), until something breaks / someone complains;Lack of time;5;67;14;;;
1961;Underspecified requirements that are too abstract and allow for various interpretations;written by product owners that know nothing about the product;Missing domain knowledge;4;84;15;;;
1962;Incomplete or hidden requirements;"Difficult to know to how detailed the requirements should be;";Requirements remain too abstract;4;111;4;;;
1962;Stakeholders with difficulties in separating requirements from previously known solution designs;"natural tendency to bet on past solutions rather than innovate new bets;";Process doesn't allow for innovation;3;109;10;;;
1962;Terminological problems;"Sometimes the team members are new and unfamiliar with business concepts;";Missing domain knowledge;2;84;12;;;
1962;Time boxing / Not enough time in general;Ambition always higher than the actual capacity of the team;Insufficient resources;1;53;13;;;
1962;Underspecified requirements that are too abstract and allow for various interpretations;"Some requirements are assumed as given and are not written down;";Incomplete requirements;5;45;15;;;
1965;Communication flaws within the project team;Multiple people to work simultaneously / very technical profile of the people of the technology provider of the project team;Poor project management;3;106;1;;;
1965;Incomplete or hidden requirements;Implicit assumption that the technology provider knows all aspects of the client's business;High quality expectation of customer;2;41;4;;;
1965;Moving targets (changing goals, business processes and / or requirements);Dynamic market;Volatile industry segment that leads to changes;4;133;9;;;
1965;Time boxing / Not enough time in general;Due to constraints to the budget approved for the project;Poor project management;5;106;13;;;
